Volcano Number,Volcano Name,VEI,Eruption Category,Latitude,Longitude,Country,Recoded Volcano Type,Region,Recoded Dominant Rock Type,Tectonic Setting,Elevation (m)
282110,Asosan,3.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,3.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,3.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,1.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,3.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Uncertain Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
282110,Asosan,2.0,Confirmed Eruption,32.884,131.104,Japan,Caldera,"Japan, Taiwan, Marianas",Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),1592
